city_name,clouds,date,dew_point,dt,feels_like,humidity,pressure,rain_1h,rain_3h,snow_1h,sunrise,sunset,temp,uvi,visibility,weather_description,weather_icon,weather_id,weather_main,wind_deg,wind_gust,wind_speed
Shenzhen,100,2024-05-15,24.38,1715752800,29.72,87,1015,,,,1715723022,1715770604,26.73,,,overcast clouds,04d,804,Clouds,85,7.22,6.91
Shenzhen,23,2024-05-16,21.46,1715839200,26.02,76,1014,,,,1715809397,1715857033,26.02,,,few clouds,02d,801,Clouds,80,11.6,10.2
Shenzhen,100,2024-05-17,21.54,1715925600,32.09,63,1010,,,,1715895773,1715943461,29.31,,,overcast clouds,04d,804,Clouds,185,1.34,0.45
Shenzhen,100,2024-05-18,21.89,1716012000,32.82,63,1006,,,,1715982151,1716029889,29.69,,,overcast clouds,04d,804,Clouds,129,2.68,0.89
Shenzhen,100,2024-05-19,22.47,1716098400,25.98,81,1005,,1.0,,1716068529,1716116318,25.98,,,light rain,10d,500,Rain,100,4.02,1.79
Shenzhen,100,2024-05-20,23.48,1716184800,26.35,89,1005,,1.0,,1716154908,1716202746,25.43,,,light rain,10d,500,Rain,143,3.13,0.89
Shenzhen,96,2024-05-21,26.37,1716271200,31.13,97,1006,7.11,,,1716241289,1716289174,26.89,,,heavy intensity rain,10d,502,Rain,99,1.34,0.89
Shenzhen,100,2024-05-22,25.49,1716357600,35.98,79,1007,,,,1716327670,1716375602,29.52,,,overcast clouds,04d,804,Clouds,145,2.68,0.45
Shenzhen,32,2024-05-23,24.58,1716444000,34.91,75,1006,,,,1716414053,1716462030,29.48,,,scattered clouds,03d,802,Clouds,183,3.58,0.89
Shenzhen,100,2024-05-24,24.56,1716530400,26.67,94,1008,3.05,,,1716500437,1716548457,25.6,,,moderate rain,10d,501,Rain,166,1.34,0.89
Shenzhen,100,2024-05-25,25.84,1716616800,33.02,89,1008,5.08,,,1716586821,1716634885,27.82,,,heavy intensity rain,10d,502,Rain,150,1.34,0.45
Shenzhen,100,2024-05-26,27.38,1716703200,33.71,99,1008,,,,1716673207,1716721312,27.55,,,overcast clouds,04d,804,Clouds,183,3.01,2.32
Shenzhen,96,2024-05-27,27.36,1716789600,37.58,83,1000,,,,1716759594,1716807739,30.58,8.89,10000.0,overcast clouds,04d,804,Clouds,188,3.58,1.34
Shenzhen,24,2024-05-28,26.96,1716876000,38.95,75,999,,,,1716845982,1716894166,31.95,8.4,10000.0,few clouds,02d,801,Clouds,104,1.34,0.89
Shenzhen,4,2024-05-29,21.81,1716962400,30.59,69,1003,,,,1716932372,1716980592,28.03,8.15,10000.0,clear sky,01d,800,Clear,121,3.13,1.34
Shenzhen,63,2024-05-30,24.1,1717048800,26.86,90,1003,,,,1717018762,1717067018,25.87,3.79,10000.0,broken clouds,04d,803,Clouds,82,3.13,0.89
Shenzhen,77,2024-05-31,27.56,1717135200,34.39,99,1006,,,,1717105153,1717153444,27.73,0.36,9427.0,broken clouds,04d,803,Clouds,128,7.32,3.57
Shanghai,0,2024-01-01,-1.03,1704088800,7.98,49,1028,,,,1704063155,1704099693,8.96,,8000.0,clear sky,01d,800,Clear,50,5.0,2.0
Shanghai,0,2024-01-02,1.87,1704175200,10.52,50,1021,,,,1704149569,1704186134,11.96,,10000.0,clear sky,01d,800,Clear,50,5.0,3.0
Shanghai,100,2024-01-03,-1.19,1704261600,4.6,53,1026,,,,1704235981,1704272577,7.61,,7000.0,overcast clouds,04d,804,Clouds,310,,5.0
Shanghai,0,2024-01-04,-1.98,1704348000,8.99,40,1022,,,,1704322392,1704359021,10.81,,7000.0,clear sky,01d,800,Clear,190,,4.0
Shanghai,0,2024-01-05,-0.27,1704434400,13.03,36,1020,,,,1704408801,1704445465,14.58,,10000.0,clear sky,01d,800,Clear,280,,3.0
Shanghai,39,2024-01-06,0.83,1704520800,11.24,44,1023,,,,1704495208,1704531911,12.76,,7000.0,scattered clouds,03d,802,Clouds,340,,4.0
Shanghai,0,2024-01-07,-3.9,1704607200,6.06,39,1030,,,,1704581614,1704618357,8.78,,10000.0,clear sky,01d,800,Clear,10,,5.0
Shanghai,0,2024-01-08,3.19,1704693600,7.55,66,1024,0.24,,,1704668018,1704704804,9.2,,10000.0,light rain,10d,500,Rain,120,,3.0
Shanghai,12,2024-01-09,3.17,1704780000,13.03,47,1018,,,,1704754420,1704791252,14.32,,5000.0,haze,50d,721,Haze,260,,4.0
Shanghai,75,2024-01-10,-2.18,1704866400,4.13,49,1026,,,,1704840821,1704877701,7.55,,8000.0,broken clouds,04d,803,Clouds,320,,6.0
Shanghai,0,2024-01-11,-3.34,1704952800,9.18,35,1021,,,,1704927220,1704964151,11.1,,6000.0,clear sky,01d,800,Clear,250,,3.0
Shanghai,0,2024-01-12,-0.92,1705039200,15.64,29,1019,,,,1705013618,1705050601,17.12,,10000.0,clear sky,01d,800,Clear,300,,4.0
Shanghai,0,2024-01-13,0.68,1705125600,14.27,36,1023,,,,1705100014,1705137052,15.7,,5000.0,haze,50d,721,Haze,130,,2.0
Shanghai,0,2024-01-14,-1.06,1705212000,18.64,24,1020,,,,1705186408,1705223503,19.96,,10000.0,clear sky,01d,800,Clear,300,10.0,4.0
Shanghai,20,2024-01-15,-2.98,1705298400,4.92,46,1031,,,,1705272800,1705309955,7.49,,10000.0,few clouds,02d,801,Clouds,360,,4.0
Shanghai,40,2024-01-16,1.09,1705384800,9.58,50,1029,,,,1705359191,1705396407,11.11,,10000.0,scattered clouds,03d,802,Clouds,150,,5.0
Shanghai,0,2024-01-17,5.22,1705471200,17.33,42,1020,,,,1705445580,1705482860,18.34,,10000.0,clear sky,01d,800,Clear,190,,5.0
Shanghai,75,2024-01-18,8.06,1705557600,6.93,93,1022,0.32,,,1705531967,1705569313,9.13,,7000.0,light rain,10d,500,Rain,360,,4.0
Shanghai,75,2024-01-19,7.94,1705644000,6.35,93,1021,,,,1705618353,1705655766,9.01,,7000.0,broken clouds,04d,803,Clouds,50,,5.0
Shanghai,75,2024-01-20,4.38,1705730400,1.66,90,1023,,,,1705704737,1705742220,5.89,,7000.0,broken clouds,04d,803,Clouds,300,,7.0
Shanghai,75,2024-01-21,4.86,1705816800,1.09,96,1030,,,,1705791120,1705828674,5.45,,4000.0,mist,50d,701,Mist,340,,7.0
Shanghai,40,2024-01-22,-6.01,1705903200,-5.64,58,1036,,,,1705877501,1705915129,0.53,,10000.0,scattered clouds,03d,802,Clouds,330,,8.0
Shanghai,0,2024-01-23,-14.03,1705989600,-5.97,29,1036,,,,1705963880,1706001583,0.27,,10000.0,clear sky,01d,800,Clear,320,,8.0
Shanghai,0,2024-01-24,-11.26,1706076000,0.44,28,1033,,,,1706050258,1706088038,4.28,,10000.0,clear sky,01d,800,Clear,310,,5.0
Shanghai,0,2024-01-25,-11.34,1706162400,4.32,23,1032,,,,1706136634,1706174493,7.0,,10000.0,clear sky,01d,800,Clear,290,,4.0
Shanghai,0,2024-01-26,-8.93,1706248800,5.29,27,1031,,,,1706223009,1706260948,7.79,,10000.0,clear sky,01d,800,Clear,340,,4.0
Shanghai,36,2024-01-27,-6.87,1706335200,4.92,33,1029,,,,1706309381,1706347403,7.49,,9000.0,scattered clouds,03d,802,Clouds,320,,4.0
Shanghai,0,2024-01-28,-6.28,1706421600,8.53,28,1031,,,,1706395753,1706433858,10.68,,10000.0,clear sky,01d,800,Clear,0,,2.0
Shanghai,20,2024-01-29,0.67,1706508000,9.09,50,1028,,,,1706482123,1706520312,10.66,,6000.0,few clouds,02d,801,Clouds,130,,4.0
Shanghai,100,2024-01-30,10.58,1706594400,10.87,96,1022,,,,1706568491,1706606767,11.19,,8000.0,overcast clouds,04d,804,Clouds,130,,3.0
Shanghai,100,2024-01-31,10.99,1706680800,11.18,97,1019,,,,1706654858,1706693222,11.45,,10000.0,overcast clouds,04d,804,Clouds,80,,2.0
Shanghai,100,2024-02-01,7.26,1706767200,4.19,96,1024,0.32,,,1706741223,1706779677,7.86,,10000.0,light rain,10d,500,Rain,40,,7.0
Shanghai,75,2024-02-02,4.21,1706853600,3.06,86,1027,,,,1706827587,1706866131,6.38,,10000.0,broken clouds,04d,803,Clouds,10,,5.0
Shanghai,75,2024-02-03,5.83,1706940000,2.7,96,1025,,,,1706913949,1706952586,6.42,,7000.0,light intensity shower rain,09d,520,Rain,350,,6.0
Shanghai,75,2024-02-04,5.15,1707026400,3.39,96,1020,0.66,,,1707000310,1707039040,5.74,,4500.0,mist,50d,701,Mist,320,,3.0
Shanghai,75,2024-02-05,-0.11,1707112800,-2.32,81,1027,,,,1707086670,1707125494,2.8,,10000.0,broken clouds,04d,803,Clouds,340,,7.0
Shanghai,75,2024-02-06,-1.65,1707199200,-0.52,70,1028,0.11,,,1707173028,1707211948,3.06,,6000.0,light rain,10d,500,Rain,360,,4.0
Shanghai,0,2024-02-07,2.33,1707285600,2.0,78,1026,,,,1707259385,1707298401,5.87,,10000.0,clear sky,01d,800,Clear,360,,6.0
Shanghai,75,2024-02-08,-2.88,1707372000,4.55,49,1026,,,,1707345740,1707384854,6.7,,10000.0,broken clouds,04d,803,Clouds,360,,3.0
Shanghai,20,2024-02-09,-4.73,1707458400,7.3,34,1026,,,,1707432094,1707471307,9.77,,6000.0,few clouds,02d,801,Clouds,330,,5.0
Shanghai,0,2024-02-10,0.16,1707544800,12.74,38,1026,,,,1707518447,1707557760,14.27,,8000.0,clear sky,01d,800,Clear,250,,4.0
Shanghai,0,2024-02-11,-6.25,1707631200,13.22,21,1029,,,,1707604799,1707644212,15.11,,10000.0,clear sky,01d,800,Clear,290,,5.0
Shanghai,0,2024-02-12,0.43,1707717600,14.88,34,1027,,,,1707691149,1707730664,16.31,,10000.0,clear sky,01d,800,Clear,170,,5.0
Shanghai,0,2024-02-13,11.41,1707804000,18.14,63,1021,,,,1707777498,1707817115,18.58,,10000.0,clear sky,01d,800,Clear,180,,6.0
Shanghai,0,2024-02-14,9.33,1707890400,21.95,43,1017,,,,1707863846,1707903567,22.52,,10000.0,clear sky,01d,800,Clear,210,,3.0
Shanghai,75,2024-02-15,4.62,1707976800,1.65,90,1027,0.68,,,1707950193,1707990017,6.14,,10000.0,light rain,10d,500,Rain,10,,8.0
Shanghai,0,2024-02-16,-4.23,1708063200,9.16,35,1024,,,,1708036538,1708076468,9.97,,10000.0,clear sky,01d,800,Clear,0,,2.0
Shanghai,0,2024-02-17,6.14,1708149600,14.1,55,1015,,,,1708122882,1708162918,15.1,,10000.0,clear sky,01d,800,Clear,140,,5.0
Shanghai,0,2024-02-18,11.02,1708236000,20.48,53,1009,,,,1708209226,1708249367,20.95,,10000.0,clear sky,01d,800,Clear,160,,4.0
Shanghai,75,2024-02-19,12.83,1708322400,17.68,72,1014,,,,1708295568,1708335816,17.95,,5000.0,mist,50d,701,Mist,10,,8.0
Shanghai,75,2024-02-20,7.67,1708408800,6.01,93,1018,,,,1708381909,1708422265,8.74,,10000.0,broken clouds,04d,803,Clouds,50,,5.0
Shanghai,75,2024-02-21,4.4,1708495200,1.89,93,1019,,,,1708468249,1708508713,5.44,,5000.0,shower rain,09d,521,Rain,340,,5.0
Shanghai,75,2024-02-22,1.48,1708581600,-2.7,93,1029,0.5,,,1708554588,1708595161,2.5,,7000.0,light rain,10d,500,Rain,330,,7.0
Shanghai,75,2024-02-23,2.05,1708668000,-0.5,90,1031,,,,1708640926,1708681608,3.53,,8000.0,broken clouds,04d,803,Clouds,330,,5.0
Shanghai,75,2024-02-24,1.2,1708754400,-2.7,96,1028,,,0.3,1708727264,1708768055,1.77,,2500.0,light snow,13d,600,Snow,320,,5.0
Shanghai,75,2024-02-25,-2.71,1708840800,-1.34,65,1028,,,,1708813600,1708854502,2.86,,8000.0,broken clouds,04d,803,Clouds,300,,5.0
Shanghai,20,2024-02-26,-2.73,1708927200,4.45,46,1029,,,,1708899935,1708940948,7.8,,10000.0,few clouds,02d,801,Clouds,360,,6.0
Shanghai,40,2024-02-27,-0.39,1709013600,7.85,50,1028,,,,1708986270,1709027394,9.45,,10000.0,scattered clouds,03d,802,Clouds,340,,3.0
Shanghai,100,2024-02-28,7.95,1709100000,7.5,96,1022,0.94,,,1709072604,1709113839,8.55,,8000.0,light rain,10d,500,Rain,110,,2.0
Shanghai,100,2024-02-29,4.53,1709186400,1.99,96,1022,,,,1709158937,1709200284,5.11,,3000.0,light rain,10d,500,Rain,300,,4.0
Shanghai,75,2024-03-01,-4.1,1709272800,2.72,45,1030,,,,1709245269,1709286728,6.44,,10000.0,broken clouds,04d,803,Clouds,30,,6.0
Shanghai,0,2024-03-02,-3.57,1709359200,7.09,40,1023,,,,1709331600,1709373172,8.82,,10000.0,clear sky,01d,800,Clear,300,,3.0
Shanghai,0,2024-03-03,-0.35,1709445600,12.92,36,1019,,,,1709417931,1709459616,14.48,,10000.0,clear sky,01d,800,Clear,0,,3.0
Shanghai,75,2024-03-04,9.91,1709532000,10.58,93,1011,0.18,,,1709504261,1709546059,11.0,,10000.0,light rain,10d,500,Rain,150,,5.0
Shanghai,75,2024-03-05,10.75,1709618400,11.51,93,1008,0.14,,,1709590591,1709632502,11.84,,8000.0,light rain,10d,500,Rain,310,,5.0
Shanghai,0,2024-03-06,4.81,1709704800,9.77,66,1019,,,,1709676920,1709718945,10.9,,10000.0,clear sky,01d,800,Clear,340,,7.0
Shanghai,0,2024-03-07,-1.82,1709791200,10.43,37,1021,,,,1709763248,1709805387,12.19,,10000.0,clear sky,01d,800,Clear,0,,2.0
Shanghai,0,2024-03-08,-1.14,1709877600,10.16,40,1025,,,,1709849576,1709891829,11.87,,10000.0,clear sky,01d,800,Clear,340,,6.0
Shanghai,0,2024-03-09,-2.96,1709964000,10.65,33,1026,,,,1709935903,1709978271,12.48,,10000.0,clear sky,01d,800,Clear,0,,2.0
Shanghai,0,2024-03-10,1.51,1710050400,12.07,44,1027,,,,1710022230,1710064712,13.51,,10000.0,clear sky,01d,800,Clear,140,,5.0
Shanghai,0,2024-03-11,8.36,1710136800,13.65,67,1017,,,,1710108557,1710151153,14.4,,10000.0,clear sky,01d,800,Clear,0,7.0,2.0
Shanghai,16,2024-03-12,8.25,1710223200,14.23,64,1022,,,,1710194883,1710237593,15.0,,7000.0,few clouds,02d,801,Clouds,10,,10.0
Shanghai,0,2024-03-13,-4.52,1710309600,12.26,26,1022,,,,1710281208,1710324034,14.11,,10000.0,clear sky,01d,800,Clear,130,,5.0
Shanghai,0,2024-03-14,4.67,1710396000,11.55,58,1021,,,,1710367533,1710410474,12.71,,10000.0,clear sky,01d,800,Clear,20,,4.0
Shanghai,75,2024-03-15,9.15,1710482400,16.54,59,1021,,,,1710453858,1710496914,17.22,,10000.0,broken clouds,04d,803,Clouds,150,,5.0
Shanghai,40,2024-03-16,17.56,1710568800,20.83,83,1017,,,,1710540183,1710583354,20.55,,10000.0,scattered clouds,03d,802,Clouds,290,,2.0
Shanghai,75,2024-03-17,9.65,1710655200,11.08,88,1022,0.23,,,1710626508,1710669793,11.57,,10000.0,light rain,10d,500,Rain,10,,9.0
Shanghai,0,2024-03-18,7.19,1710741600,11.43,71,1023,,,,1710712832,1710756232,12.29,,10000.0,clear sky,01d,800,Clear,30,,5.0
Shanghai,0,2024-03-19,0.04,1710828000,16.45,30,1022,,,,1710799156,1710842672,17.83,,10000.0,clear sky,01d,800,Clear,310,,7.0
Shanghai,0,2024-03-20,-4.38,1710914400,16.83,20,1025,,,,1710885480,1710929111,18.41,,10000.0,clear sky,01d,800,Clear,340,,6.0
Shanghai,0,2024-03-21,0.23,1711000800,17.86,28,1015,,,,1710971804,1711015549,19.16,,10000.0,clear sky,01d,800,Clear,180,,5.0
Shanghai,0,2024-03-22,10.19,1711087200,23.0,43,1007,,,,1711058127,1711101988,23.47,,10000.0,clear sky,01d,800,Clear,200,,4.0
Shanghai,0,2024-03-23,15.77,1711173600,22.45,66,1010,,,,1711144451,1711188427,22.43,,10000.0,clear sky,01d,800,Clear,140,,4.0
Shanghai,91,2024-03-24,19.28,1711260000,22.39,85,1012,,,,1711230775,1711274865,21.92,,5000.0,mist,50d,701,Mist,20,,2.0
Shanghai,40,2024-03-25,14.45,1711346400,20.45,68,1010,,,,1711317098,1711361304,20.56,,7000.0,scattered clouds,03d,802,Clouds,320,,6.0
Shanghai,75,2024-03-26,6.23,1711432800,14.21,55,1024,,,,1711403422,1711447742,15.2,,10000.0,broken clouds,04d,803,Clouds,350,,5.0
Shanghai,0,2024-03-27,5.07,1711519200,12.85,55,1018,,,,1711489746,1711534180,13.96,,10000.0,clear sky,01d,800,Clear,130,,7.0
Shanghai,75,2024-03-28,12.33,1711605600,13.9,89,1011,,,,1711576070,1711620619,14.11,,7000.0,broken clouds,04d,803,Clouds,320,,4.0
Shanghai,0,2024-03-29,11.73,1711692000,26.7,39,1009,,,,1711662394,1711707057,26.84,,10000.0,clear sky,01d,800,Clear,230,,5.0
Shanghai,0,2024-03-30,11.28,1711778400,27.84,34,1009,,,,1711748718,1711793495,28.67,,10000.0,clear sky,01d,800,Clear,210,,3.0
Shanghai,75,2024-03-31,13.03,1711864800,16.87,77,1008,0.24,,,1711835043,1711879934,17.09,,7000.0,light rain,10d,500,Rain,340,,7.0
Shanghai,0,2024-04-01,12.16,1711951200,22.82,50,1012,,,,1711921367,1711966372,23.14,,10000.0,clear sky,01d,800,Clear,150,,5.0
Shanghai,0,2024-04-02,18.05,1712037600,19.45,94,1002,1.58,,,1712007692,1712052810,19.04,,10000.0,moderate rain,10d,501,Rain,140,,4.0
Shanghai,75,2024-04-03,16.46,1712124000,18.51,89,1009,,,,1712094017,1712139249,18.3,,10000.0,broken clouds,04d,803,Clouds,320,,6.0
Shanghai,0,2024-04-04,-0.92,1712210400,14.03,32,1017,,,,1712180343,1712225687,15.58,,10000.0,clear sky,01d,800,Clear,30,,3.0
Shanghai,0,2024-04-05,1.92,1712296800,16.74,34,1019,,,,1712266669,1712312126,18.0,,10000.0,clear sky,01d,800,Clear,60,,3.0
Shanghai,75,2024-04-06,9.04,1712383200,15.39,63,1018,,,,1712352995,1712398564,16.08,,10000.0,broken clouds,04d,803,Clouds,120,,3.0
Shanghai,75,2024-04-07,10.53,1712469600,14.03,77,1016,0.28,,,1712439322,1712485003,14.51,,10000.0,light rain,10d,500,Rain,80,,2.0
Shanghai,75,2024-04-08,12.71,1712556000,13.09,97,1017,1.02,,,1712525649,1712571442,13.18,,8000.0,moderate rain,10d,501,Rain,40,,3.0
Shanghai,0,2024-04-09,4.75,1712642400,20.8,33,1022,,,,1712611977,1712657881,21.71,,10000.0,clear sky,01d,800,Clear,60,,5.0
Shanghai,0,2024-04-10,6.93,1712728800,20.23,40,1021,,,,1712698305,1712744320,21.03,,10000.0,clear sky,01d,800,Clear,160,12.0,7.0
Shanghai,0,2024-04-11,13.31,1712815200,22.0,57,1016,,,,1712784634,1712830759,22.23,,10000.0,clear sky,01d,800,Clear,150,,4.0
Shanghai,75,2024-04-12,16.14,1712901600,16.87,97,1014,,,,1712870963,1712917198,16.62,,3500.0,light rain,10d,500,Rain,130,,4.0
Shanghai,75,2024-04-13,18.21,1712988000,20.64,88,1015,,,,1712957293,1713003638,20.26,,10000.0,broken clouds,04d,803,Clouds,90,,3.0
Shanghai,75,2024-04-14,16.33,1713074400,21.46,73,1009,0.12,,,1713043624,1713090078,21.36,,10000.0,light rain,10d,500,Rain,140,,4.0
Shanghai,0,2024-04-15,14.11,1713160800,26.31,47,1012,,,,1713129955,1713176517,26.31,,10000.0,clear sky,01d,800,Clear,320,,3.0
Shanghai,0,2024-04-16,13.24,1713247200,21.91,57,1012,,,,1713216287,1713262957,22.15,,10000.0,clear sky,01d,800,Clear,40,,4.0
Shanghai,75,2024-04-17,14.62,1713333600,15.19,97,1010,0.77,,,1713302619,1713349397,15.09,,5000.0,mist,50d,701,Mist,70,,3.0
Shanghai,0,2024-04-18,5.37,1713420000,21.58,33,1013,,,,1713388952,1713435838,22.42,,10000.0,clear sky,01d,800,Clear,0,,2.0
Shanghai,99,2024-04-19,8.37,1713506400,18.28,50,1007,,,,1713475286,1713522278,19.02,,10000.0,light intensity shower rain,09d,520,Rain,150,,8.0
Shanghai,75,2024-04-20,13.61,1713592800,21.5,60,1007,,,,1713561621,1713608719,21.71,,10000.0,broken clouds,04d,803,Clouds,280,9.0,4.0
Shanghai,0,2024-04-21,12.84,1713679200,18.59,68,1012,,,,1713647957,1713695159,18.87,,10000.0,clear sky,01d,800,Clear,30,,4.0
Shanghai,75,2024-04-22,12.67,1713765600,19.35,64,1010,,,,1713734293,1713781600,19.66,,10000.0,broken clouds,04d,803,Clouds,0,,2.0
Shanghai,75,2024-04-23,11.84,1713852000,18.4,64,1008,,,,1713820630,1713868041,18.79,,10000.0,broken clouds,04d,803,Clouds,0,,1.0
Shanghai,0,2024-04-24,0.05,1713938400,24.39,19,1012,,,,1713906968,1713954482,25.31,,10000.0,clear sky,01d,800,Clear,30,,3.0
Shanghai,0,2024-04-25,5.71,1714024800,20.51,36,1009,,,,1713993307,1714040924,21.38,,10000.0,clear sky,01d,800,Clear,170,,7.0
Shanghai,75,2024-04-26,16.75,1714111200,20.69,79,1007,,,,1714079647,1714127365,20.52,,10000.0,broken clouds,04d,803,Clouds,140,,3.0
Shanghai,75,2024-04-27,18.41,1714197600,21.41,85,1010,,,,1714165988,1714213807,21.03,,10000.0,broken clouds,04d,803,Clouds,130,,3.0
Shanghai,100,2024-04-28,18.76,1714284000,20.24,94,1008,,,,1714252330,1714300248,19.75,,10000.0,overcast clouds,04d,804,Clouds,130,,4.0
Shanghai,75,2024-04-29,20.1,1714370400,23.49,84,1009,,,,1714338673,1714386690,22.95,,10000.0,broken clouds,04d,803,Clouds,290,,5.0
Shanghai,75,2024-04-30,14.73,1714456800,15.31,97,1008,2.02,,,1714425016,1714473132,15.2,,8000.0,light intensity shower rain,09d,520,Rain,40,,6.0
Shanghai,0,2024-05-01,3.68,1714543200,21.08,30,1014,,,,1714511361,1714559574,22.04,,10000.0,clear sky,01d,800,Clear,40,,5.0
Shanghai,40,2024-05-02,11.98,1714629600,18.06,66,1017,,,,1714597707,1714646016,18.44,,10000.0,scattered clouds,03d,802,Clouds,80,,3.0
Shanghai,0,2024-05-03,9.8,1714716000,18.44,55,1017,,,,1714684054,1714732458,19.04,,10000.0,clear sky,01d,800,Clear,110,,5.0
Shanghai,75,2024-05-04,13.44,1714802400,16.94,79,1011,,,,1714770402,1714818900,17.11,,10000.0,broken clouds,04d,803,Clouds,140,,5.0
Shanghai,75,2024-05-05,14.75,1714888800,19.65,73,1009,,,,1714856751,1714905342,19.72,,10000.0,broken clouds,04d,803,Clouds,290,,5.0
Shanghai,0,2024-05-06,13.9,1714975200,22.4,58,1013,,,,1714943101,1714991784,22.57,,10000.0,clear sky,01d,800,Clear,0,9.0,3.0
Shanghai,0,2024-05-07,4.75,1715061600,21.32,32,1016,,,,1715029453,1715078226,22.21,,10000.0,clear sky,01d,800,Clear,340,,4.0
Shanghai,0,2024-05-08,10.04,1715148000,19.63,52,1020,,,,1715115805,1715164668,20.2,,10000.0,clear sky,01d,800,Clear,20,,7.0
Shanghai,0,2024-05-09,6.77,1715234400,18.83,43,1020,,,,1715202159,1715251110,19.68,,10000.0,clear sky,01d,800,Clear,190,,5.0
Shanghai,0,2024-05-10,10.65,1715320800,21.35,49,1014,,,,1715288514,1715337552,21.83,,10000.0,clear sky,01d,800,Clear,160,,7.0
Shanghai,75,2024-05-11,17.23,1715407200,20.45,83,1010,,,,1715374870,1715423994,20.21,,8000.0,broken clouds,04d,803,Clouds,210,,3.0
Shanghai,0,2024-05-12,6.66,1715493600,17.58,46,1015,,,,1715461228,1715510436,18.48,,10000.0,clear sky,01d,800,Clear,360,,6.0
Shanghai,0,2024-05-13,5.19,1715580000,21.35,33,1016,,,,1715547586,1715596878,22.21,,10000.0,clear sky,01d,800,Clear,60,,5.0
Shanghai,0,2024-05-14,7.85,1715666400,21.8,39,1015,,,,1715633946,1715683319,22.48,,10000.0,clear sky,01d,800,Clear,150,,4.0
Shanghai,75,2024-05-15,14.67,1715752800,20.46,69,1020,,,,1715720307,1715769760,20.55,,10000.0,broken clouds,04d,803,Clouds,10,,11.0
Shanghai,0,2024-05-16,2.35,1715839200,21.2,27,1015,,,,1715806670,1715856201,22.22,,10000.0,clear sky,01d,800,Clear,200,,5.0
Shanghai,0,2024-05-17,11.8,1715925600,24.18,45,1010,,,,1715893033,1715942642,24.5,,10000.0,clear sky,01d,800,Clear,180,,6.0
Shanghai,0,2024-05-18,21.67,1716012000,31.67,65,1011,,,,1715979398,1716029082,28.91,,10000.0,clear sky,01d,800,Clear,140,,6.0
Shanghai,0,2024-05-19,20.18,1716098400,29.91,62,1011,,,,1716065765,1716115523,28.15,,10000.0,clear sky,01d,800,Clear,130,,6.0
Shanghai,75,2024-05-20,17.31,1716184800,23.27,70,1013,,,,1716152132,1716201962,23.08,,10000.0,broken clouds,04d,803,Clouds,150,,6.0
Shanghai,75,2024-05-21,16.18,1716271200,22.68,67,1015,,,,1716238502,1716288402,22.61,,10000.0,broken clouds,04d,803,Clouds,110,,7.0
Shanghai,0,2024-05-22,6.89,1716357600,20.61,39,1013,,,,1716324872,1716374841,21.4,,10000.0,clear sky,01d,800,Clear,120,,3.0
Shanghai,40,2024-05-23,21.79,1716444000,29.88,71,1010,,,,1716411244,1716461280,27.52,,10000.0,scattered clouds,03d,802,Clouds,140,,4.0
Shanghai,0,2024-05-24,22.69,1716530400,33.86,65,1010,,,,1716497617,1716547718,29.99,,10000.0,clear sky,01d,800,Clear,0,,3.0
Shanghai,75,2024-05-25,19.69,1716616800,23.81,80,1011,,,,1716583991,1716634156,23.33,,10000.0,broken clouds,04d,803,Clouds,140,,6.0
Shanghai,40,2024-05-26,26.77,1716703200,42.75,60,1003,,,,1716670367,1716720593,35.75,,10000.0,scattered clouds,03d,802,Clouds,230,,3.0
Shanghai,20,2024-05-27,17.62,1716789600,18.2,99,1006,2.05,,,1716756745,1716807029,17.78,1.11,10000.0,light intensity shower rain,09d,520,Rain,50,,8.0
Shanghai,0,2024-05-28,15.77,1716876000,28.05,48,1010,,,,1716843123,1716893466,27.78,7.49,10000.0,clear sky,01d,800,Clear,50,,6.0
Shanghai,0,2024-05-29,20.04,1716962400,28.11,67,1011,,,,1716929503,1716979901,26.67,7.49,10000.0,clear sky,01d,800,Clear,120,,5.0
Shanghai,0,2024-05-30,16.86,1717048800,27.62,54,1007,,,,1717015885,1717066336,26.95,0.94,10000.0,clear sky,01d,800,Clear,0,,1.0
Shanghai,40,2024-05-31,22.61,1717135200,23.7,99,1012,1.78,,,1717102268,1717152770,22.78,5.31,10000.0,moderate rain,10d,501,Rain,320,,2.0
Guangzhou,29,2024-01-01,16.72,1704088800,25.14,60,1018,,,,1704064072,1704102718,25.02,,,scattered clouds,03d,802,Clouds,62,,2.18
Guangzhou,88,2024-01-02,14.21,1704175200,21.41,63,1017,,,,1704150490,1704189156,21.55,,,overcast clouds,04d,804,Clouds,171,,2.42
Guangzhou,0,2024-01-03,10.72,1704261600,18.39,59,1020,,,,1704236907,1704275594,18.9,,,clear sky,01d,800,Clear,7,,5.72
Guangzhou,46,2024-01-04,9.62,1704348000,18.52,54,1020,,,,1704323323,1704362032,19.14,,,scattered clouds,03d,802,Clouds,48,,1.36
Guangzhou,16,2024-01-05,14.1,1704434400,22.35,59,1019,,,,1704409737,1704448471,22.5,,,few clouds,02d,801,Clouds,141,,0.54
Guangzhou,88,2024-01-06,16.38,1704520800,25.03,59,1019,,,,1704496150,1704534911,24.94,,,overcast clouds,04d,804,Clouds,21,,2.35
Guangzhou,37,2024-01-07,15.19,1704607200,24.21,57,1020,,,,1704582562,1704621351,24.24,,,scattered clouds,03d,802,Clouds,112,,2.56
